Fecha,Descripción,Total,Category,Medio de pago
13/06/2024,Regalo,"ARS 8,996.00",Regalos,Tarjeta crédito
13/06/2024,Supermercado ,"ARS 5,219.00",Supermercado,Tarjeta débito
13/06/2024,Nafta,"ARS 15,000.00",Auto,Tarjeta débito
13/06/2024,Almuerzo,ARS 26.00,Comida MD,Billetera virtual
14/06/2024,Restaurante,"ARS 5,000.00",Restaurante,Efectivo
14/06/2024,Peaje,"ARS 3,668.00",Transporte,Billetera virtual
14/06/2024,Restaurante,"ARS 7,077.00",Restaurante,Billetera virtual
16/06/2024,Supermercado ,"ARS 1,500.00",Supermercado,Tarjeta débito
16/06/2024,Artículo hogar,"ARS 1,500.00",Deco/Insumos,Billetera virtual
16/06/2024,Supermercado ,"ARS 3,065.00",Supermercado,Billetera virtual
16/06/2024,Supermercado ,"ARS 3,635.00",Supermercado,Tarjeta débito
16/06/2024,Restaurante,"ARS 1,000.00",Restaurante,Tarjeta débito
16/06/2024,Restaurante,ARS 31.00,,Billetera virtual
16/06/2024,Restaurante,"ARS 10,000.00",Restaurante,Billetera virtual
16/06/2024,Artículo hogar,"ARS 4,500.00",Deco/Insumos,Tarjeta débito
16/06/2024,Artículo hogar,"ARS 4,900.00",Deco/Insumos,Billetera virtual
17/06/2024,Transporte,"ARS 2,000.00",Transporte,Billetera virtual
17/06/2024,Restaurante,"ARS 4,500.00",Restaurante,Billetera virtual
18/06/2024,Restaurante,"ARS 7,077.00",Restaurante,Tarjeta débito
18/06/2024,Mascotas,"ARS 9,400.00",Bendis,Tarjeta débito
19/06/2024,Restaurante,"ARS 8,600.00",Restaurante,Tarjeta débito
19/06/2024,Restaurante,"ARS 4,300.00",Restaurante,Tarjeta débito
19/06/2024,Mantenimiento,"ARS 26,000.00",Arreglos Casa,Tranferencia bancaria
19/06/2024,Almuerzo,ARS 26.00,Comida MD,Billetera virtual
20/06/2024,Mascotas,ARS 500.00,Bendis,Billetera virtual
20/06/2024,Supermercado ,"ARS 11,001.00",Restaurante,Billetera virtual
21/06/2024,Supermercado ,"ARS 2,964.00",Supermercado,Tarjeta débito
21/06/2024,Restaurante,"ARS 2,700.00",Restaurante,Billetera virtual
22/06/2024,Ropa,"ARS 16,000.00",Ropa,Tranferencia bancaria
22/06/2024,Ropa,"ARS 41,624.00",Ropa,Tranferencia bancaria
23/06/2024,Restaurante,"ARS 5,700.00",Restaurante,Billetera virtual
24/06/2024,Telefonía movil,"ARS 7,000.00",Servicio Básico,Billetera virtual
