Fecha,Descripción,Total,Category,Medio de pago
08/01/2025,Supermercado,"ARS 3,950.00",Supermercado,Billetera virtual
08/01/2025,Restaurante,"ARS 2,325.00",Supermercado,Billetera virtual
08/01/2025,Restaurante,ARS 69.00,Resto/Cafe,Billetera virtual
09/01/2025,Streaming,"ARS 2,491.00",Streaming,Tarjeta crédito
09/01/2025,Restaurante,"ARS 9,189.00",Resto/Cafe,Pago compartido
10/01/2025,Deporte,"ARS 69,000.00",Deporte,Efectivo
10/01/2025,Ropa,"ARS 19,651.00",Ropa/Accesorios,Tarjeta crédito
10/01/2025,Transporte,"ARS 2,000.00",Transporte,Billetera virtual
10/01/2025,Supermercado,ARS 40.00,Supermercado,Billetera virtual
10/01/2025,Supermercado,"ARS 26,559.00",Resto/Cafe,Billetera virtual
11/01/2025,Transporte,"ARS 4,024.00",Transporte,Billetera virtual
11/01/2025,Nafta,"ARS 10,000.00",Auto,Billetera virtual
11/01/2025,Restaurante,"ARS 21,625.00",Resto/Cafe,Billetera virtual
11/01/2025,Artículo hogar,"ARS 7,403.00",Deco/Insumos,Billetera virtual
11/01/2025,Alquiler y expensas,"ARS 353,000.00",Alquiler y Expensas,Billetera virtual
12/01/2025,Mascotas,ARS 750.00,Bendis,Billetera virtual
12/01/2025,Supermercado,"ARS 2,150.00",Supermercado,Billetera virtual
12/01/2025,Abl,"ARS 7,661.00",Servicio Básico,Pago compartido
13/01/2025,Restaurante,"ARS 10,500.00",Resto/Cafe,Billetera virtual
13/01/2025,Supermercado,"ARS 2,000.00",Supermercado,Billetera virtual
14/01/2025,Mascotas,"ARS 25,500.00",Bendis,Pago compartido
14/01/2025,Supermercado,"ARS 3,050.00",Supermercado,Pago compartido
15/01/2025,Artículo hogar,"ARS 23,283.00",Bienestar,Tarjeta crédito
15/01/2025,Supermercado,"ARS 8,750.00",Supermercado,Billetera virtual
15/01/2025,Artículo hogar,"ARS 5,000.00",Deco/Insumos,Billetera virtual
16/01/2025,Regalo,"ARS 47,000.00",Regalos,Tarjeta crédito
16/01/2025,Peaje,"ARS 3,320.00",Transporte,Billetera virtual
17/01/2025,Streaming,"ARS 4,838.00",Streaming,Tarjeta crédito
17/01/2025,Restaurante,"ARS 7,100.00",Resto/Cafe,Billetera virtual
18/01/2025,Mascotas,"ARS 9,991.00",Bendis,Pago compartido
18/01/2025,Supermercado,"ARS 2,000.00",Supermercado,Pago compartido
18/01/2025,Supermercado,"ARS 1,600.00",Supermercado,Billetera virtual
18/01/2025,Artículo hogar,"ARS 3,750.00",Deco/Insumos,Billetera virtual
19/01/2025,Restaurante,"ARS 4,800.00",Resto/Cafe,Billetera virtual
19/01/2025,Supermercado,"ARS 3,613.00",Supermercado,Billetera virtual
19/01/2025,Artículo hogar,"ARS 11,070.00",Deco/Insumos,Billetera virtual
20/01/2025,Edesur,"ARS 5,242.00",Servicio Básico,Pago compartido
20/01/2025,Aysa,"ARS 13,018.00",Servicio Básico,Pago compartido
20/01/2025,Streaming,"ARS 5,132.00",Streaming,Tarjeta crédito
20/01/2025,Mascotas,"ARS 4,800.00",Bendis,Billetera virtual
21/01/2025,Consulta médica,"ARS 6,000.00",Salud,Billetera virtual
21/01/2025,Restaurante,"ARS 5,000.00",Resto/Cafe,Billetera virtual
22/01/2025,Supermercado,"ARS 15,206.00",Supermercado,Tarjeta crédito
23/01/2025,Nafta,"ARS 15,000.00",Auto,Billetera virtual
24/01/2025,Restaurante,"ARS 10,000.00",Resto/Cafe,Billetera virtual
24/01/2025,Artículo hogar,"ARS 5,000.00",Auto,Pago compartido
25/01/2025,Supermercado,"ARS 4,050.00",Supermercado,Pago compartido
26/01/2025,Restaurante,"ARS 2,750.00",Supermercado,Pago compartido
26/01/2025,Restaurante,"ARS 4,850.00",Resto/Cafe,Billetera virtual
27/01/2025,Supermercado,"ARS 1,450.00",Supermercado,Pago compartido
27/01/2025,Supermercado,"ARS 4,289.00",Supermercado,Pago compartido
28/01/2025,Restaurante,"ARS 3,800.00",Resto/Cafe,Billetera virtual
29/01/2025,Supermercado,"ARS 7,037.00",Supermercado,Pago compartido
29/01/2025,Restaurante,"ARS 3,500.00",Resto/Cafe,Billetera virtual
29/01/2025,Mascotas,"ARS 8,000.00",Bendis,Billetera virtual
30/01/2025,Deporte,"ARS 10,650.00",Resto/Cafe,Billetera virtual
